temp,cost,accept_prob,random_number,accepted,is_best,param
10000,14.093888749496,1.0,0.0,True,True,"[0.5442025005415063, 0.4417160392178628, 68.7630818140537, -74.42815842888525, 298.0777392426193, 0.12020902940085045, 0.7321365719234147, 154.86714449224684, 7.923602797026308, 87.32926218729222]"
10000,13.983340350211892,1.0,0.4128466905945831,True,True,"[0.6199496177690113, 0.5027789927785578, 71.43833573935154, -82.91967941458631, 301.8923718080734, 0.11707172591991465, 0.6371757614744368, 153.27862155659884, 15.104135597432812, 91.78196533508785]"
9900.0,14.022107138868458,0.9999960841704288,0.16463692200926294,True,False,"[0.5673493027992873, 0.48751113941277874, 73.0283715477472, -75.51660435642877, 298.92935484797647, 0.15170272397692736, 0.5942286278377256, 148.63895695590864, 24.26673718575066, 87.27555645803854]"
9801.0,13.977293733524604,1.0,0.7737522531493861,True,True,"[0.516641058384875, 0.5668390033818506, 77.27070781522846, -69.5866491642957, 301.7354650043242, 0.22615222739518195, 0.543684392192852, 153.5553688253748, 17.84922794683337, 91.76835674541273]"
9702.99,13.924866365578955,1.0,0.2678838574183561,True,True,"[0.6015988304939365, 0.5101715115040704, 76.93107782739854, -77.81446928570189, 304.31709239070324, 0.12691751492812356, 0.5814172731119441, 156.73876802960115, 9.498606190445773, 89.03643372509632]"
9605.9601,13.912627669192076,1.0,0.013951391368489108,True,True,"[0.6163482688145477, 0.4623030137591126, 81.25358078749868, -75.94334614870158, 307.8345882319578, 0.17196431545682467, 0.5087978728843697, 153.1927412029862, 14.679565751328566, 88.94292820201984]"
9509.900499,13.987450408196876,0.9999921321527323,0.1893041374406238,True,False,"[0.6407127896177636, 0.4656301661355474, 83.42286957097147, -72.17147156725781, 306.9429437075059, 0.24789320184902838, 0.49920952223706505, 149.50426519356142, 21.453137820331612, 93.82208262157533]"
9414.80149401,13.878451013370078,1.0,0.03924123554948589,True,True,"[0.7123047390321772, 0.38743745792676987, 83.00182561378763, -62.598373787478224, 309.1943490260137, 0.23233847817651693, 0.5941604465676347, 149.63007672281915, 29.8760381698985, 91.41008767316127]"
9320.6534790699,13.875609787032555,1.0,0.6086092383701736,True,True,"[0.7028998535911057, 0.3524062802022825, 83.90994148399689, -64.0061829781769, 308.5188213312253, 0.3182491706476672, 0.5091201688145737, 153.25996485062103, 28.869500731464818, 89.71783410950344]"
9227.446944279201,13.877275504830113,0.999999819482284,0.5021669158700519,True,False,"[0.7093475561701971, 0.3272825540583313, 85.93674805171162, -68.97478708353138, 310.9293460228797, 0.2614292441040782, 0.45560835365608005, 155.67765311464444, 22.936364807341135, 88.57023335547572]"
