temp,cost,accept_prob,accepted,is_best,param
10,18.404783621289525,1.0,True,True,"[0.7358662295617868, 0.5508792506668925, 197.46065706664572, 79.5799143683929, 144.03838944577834, 0.25326975811740166, 0.4586136685937712, 101.95990559495026, -5.3305763109469995, 138.44782668824215, 0.6131174424080851, 0.320920056617954, 158.93325689269307, 11.483427451764406, 181.33825352311194, 0.5171104573382307, 0.5094953378056514, 154.29744448251384, 45.593663487829076, 223.93756833285173]"
10,18.377719821402366,1.0,True,True,"[0.6370375647454725, 0.5587898015251465, 203.00501134288362, 79.15743963743158, 146.625969430373, 0.2096450764298955, 0.42313384561033063, 99.52559451124345, -5.345361767297704, 138.10595201752125, 0.5458939616800297, 0.3014495219330313, 158.91250229761468, 11.638397923162412, 180.7855158833627, 0.48894261380254844, 0.4850547253106212, 152.56518754602848, 44.789013382445404, 224.2928693882593]"
9.9,18.32527616923094,1.0,True,True,"[0.6532151290370053, 0.6541910199877652, 204.9695312681048, 79.93100571331732, 145.27826041682246, 0.21939828455147065, 0.41650319595317975, 96.56237855273476, -5.27476692056, 136.13867690814655, 0.4728463689261644, 0.21610752264221805, 159.0779905982427, 11.36398318299927, 182.27859877649473, 0.47882890727130356, 0.38910119888502515, 157.80173192641928, 44.24267133063347, 226.15601833770924]"
9.801,18.287571235394417,1.0,True,True,"[0.5891891288351199, 0.7366762340181964, 205.9473833607058, 79.20057782713049, 141.60898378649154, 0.19489251475081257, 0.5163833464424062, 100.7865397836696, -4.0473274407210935, 134.84423010239183, 0.4375082634303302, 0.11797818627536714, 161.46439891119394, 12.849392838623121, 182.36006008280043, 0.4254408178696368, 0.38285127632175936, 156.26296999963594, 43.59569344754547, 230.6750454322448]"
9.70299,18.34909488483576,0.9936793699824117,True,False,"[0.5679396259713727, 0.7162405986550392, 208.24682348356993, 78.41301169110996, 144.29822431644345, 0.15353174052605226, 0.5085649926722585, 99.95227919646412, -4.929789530303567, 133.16364378158738, 0.48076614217354197, 0.2319562618802, 159.5162040202627, 11.879718578910172, 182.58548813650478, 0.40465123583382706, 0.4308293528542654, 156.14338042194103, 43.62315380370946, 227.60820751119985]"
9.605960099999999,18.40136714652334,0.9945731301061908,True,False,"[0.6820816290751547, 0.8073740250349771, 214.06805227380642, 78.42087640033462, 143.6177975795884, 0.13979642360347877, 0.6309302296386635, 97.9786707896695, -4.1514759205408645, 134.27874681531839, 0.5470285752567969, 0.18230760718572456, 157.81883760142333, 11.024514384363506, 187.42932134204594, 0.4361253528250159, 0.460528129924876, 153.60645218206992, 43.31714734991734, 228.9035856153634]"
9.509900498999999,18.2431242286858,1.0,True,True,"[0.5738944487276038, 0.8533721654158499, 222.9402320216991, 79.71186176945085, 145.0289036591926, 0.246488898913352, 0.6867138487839988, 95.70605912953656, -4.399566457570445, 131.8758602773203, 0.5054355679514938, 0.20852083839534194, 162.043727240779, 11.81310973932856, 181.87586222381069, 0.44320507714331897, 0.49978430620303815, 149.09751538718876, 43.75775169654403, 230.30600697463106]"
9.414801494009998,18.23035957144966,1.0,True,True,"[0.5333808669540206, 0.7957354914665961, 219.8987840365963, 79.73041278472029, 145.40180601168785, 0.3122163961688577, 0.6997185176900295, 99.73535823972372, -5.903163920859944, 131.94073735185984, 0.4827882580307938, 0.22966639907477604, 160.35284638611174, 11.25573021692946, 183.6563957361677, 0.5202773631480774, 0.5722761435238759, 148.51637393822605, 44.19489842599348, 234.31121668095903]"
9.320653479069898,18.240000259141897,0.9989661987137337,True,False,"[0.47311394402225415, 0.8356390547198019, 219.091850536536, 78.46003860753916, 142.20015287628402, 0.29971405029670106, 0.6923585678995761, 101.17665289926559, -7.397429243381347, 132.40296357063653, 0.45211892060260217, 0.2020418466894984, 164.25714440018848, 10.488022388669691, 181.30868800625564, 0.5072157152128567, 0.6168799476128093, 149.36031788712202, 44.02933876123809, 236.3614561577009]"
9.2274469442792,18.232285401216373,1.0,True,False,"[0.5314616976580555, 0.8403824035057073, 217.27422003312975, 77.75555634746401, 144.12091279074775, 0.2397144180599655, 0.6130045305622535, 103.19985615284601, -6.489793673012744, 130.45270731455037, 0.361212103791756, 0.1641468289349856, 157.23234088913006, 10.258730796750736, 180.1195420157731, 0.5170197389960078, 0.6191146890158031, 150.18661821187212, 43.718386098356504, 234.1712699751462]"
9.135172474836407,18.32542313729395,0.9898562887031411,True,False,"[0.5590118806145555, 0.8246986005182585, 216.13936377258403, 77.73134784127653, 139.29595825216919, 0.12239322397498532, 0.642321076714568, 104.39170009106083, -6.191894359793784, 132.6740424480516, 0.510456033512179, 0.20473468829049943, 163.94038083267836, 10.209828578377174, 185.49797664361407, 0.5852983111963402, 0.5652338406207116, 143.5471712429707, 44.23892105269168, 237.5343567897254]"
9.043820750088043,18.352160420359446,0.997047951360664,True,False,"[0.6879290404421898, 0.7457471576305013, 216.83722419450297, 77.05253219638124, 140.65088208148322, 0.16489727032983775, 0.6185326456216772, 105.08644269368848, -4.708348393285204, 134.40388989762417, 0.5218260010835081, 0.18047151673775272, 167.61560444674802, 10.475261600934125, 189.0441542992052, 0.572998004940327, 0.4722775387768487, 143.52599264050468, 43.05811188374928, 233.74178675287425]"
8.953382542587162,18.371728116123627,0.9978168777492719,True,False,"[0.7162694166582788, 0.7733705688478885, 215.18419554644538, 78.07865722296641, 139.29238920720752, 0.17545404831741743, 0.6704822046217651, 97.40590612770075, -4.194632080661546, 132.02615446152225, 0.5585620663401751, 0.09996320658564153, 173.33773302021834, 10.922180266854951, 186.6963233501946, 0.5839928251302586, 0.4837193468387589, 143.70428994071523, 43.84547789021911, 233.23896940226052]"
8.863848717161291,18.45813246403477,0.9902994079526595,True,False,"[0.6980110497970423, 0.8399813159139378, 218.74452671122663, 78.2878940133168, 138.91367817909952, 0.13497777460076377, 0.7483549719484194, 103.82355081600141, -4.380924271707228, 130.51018704633702, 0.5737677215441296, 0.12948917220398046, 176.74444495515152, 11.363189131153, 187.50396943541838, 0.6377827099767709, 0.5334391052221035, 135.39809467507487, 44.51299684399479, 233.3478288803727]"
8.775210229989678,18.3284867419261,1.0,True,False,"[0.6489391504990747, 0.7750613445058973, 217.31475844548265, 79.47751790519285, 141.52908271777747, 0.20409382702708617, 0.6245752774909357, 107.74825382902357, -4.907892236093861, 124.86353910200401, 0.6070157222488931, 0.1601615437445131, 179.25070061987893, 12.593965482643318, 185.55043437609862, 0.5050928022434871, 0.6050101714660019, 135.18451800720445, 45.03405963863582, 234.43783078090482]"
8.687458127689782,18.417582449762783,0.9897967395920648,True,False,"[0.6568759990348613, 0.6730718982340542, 220.7373318857824, 79.05693923826007, 140.92956886312302, 0.24000290789202136, 0.5675981974359482, 105.57240882965951, -5.107049325573876, 119.16215771024244, 0.5057053344489959, 0.21781389360981784, 177.77964177764824, 14.057689614082866, 185.16635655635451, 0.44465739848050223, 0.6161840250692698, 134.0486030095808, 46.10398761085988, 237.85361765349947]"
