temp,cost,accept_prob,random_number,accepted,is_best,param
1000,129.82422378024526,1.0,0.0,True,True,"[0.8993937366433276, 0.6752001545774577, 174.73084100497059, -3.7717209692813336, 270.7970393489857, 0.2110858989661402, 0.32388721451099795, 102.93028462541123, -66.63587482278925, 220.10433682072664]"
1000,129.8463670685348,0.9999778569568712,0.3134322568806466,True,False,129.8463670685348
990.0,130.04942058962476,0.9997949164657461,0.7527153364337016,True,False,130.04942058962476
980.1,129.901402748016,1.0,0.7448165029303272,True,False,129.901402748016
970.299,129.95387679148345,0.9999459211803913,0.18987328399120817,True,False,129.95387679148345
960.59601,129.941183333477,1.0,0.9924060346957383,True,False,129.941183333477
950.9900498999999,129.67974004065783,1.0,0.14459604900590872,True,True,129.67974004065783
941.480149401,129.61510387546167,1.0,0.7417562353371079,True,True,129.61510387546167
932.0653479069899,129.64245214134746,0.9999706588548426,0.6476225505735391,True,False,129.64245214134746
922.74469442792,129.50607877437,1.0,0.6336263914722208,True,True,129.50607877437
913.5172474836407,129.89695551527237,0.9995722104541268,0.11968517675461299,True,False,129.89695551527237
904.3820750088043,129.41455023786537,1.0,0.41028565943941797,True,True,129.41455023786537
895.3382542587163,129.3696791266652,1.0,0.9673235021312744,True,True,129.3696791266652
886.3848717161292,129.20493865240928,1.0,0.2882192695540936,True,True,129.20493865240928
877.5210229989679,129.24216135782046,0.9999575828783698,0.4366218298426048,True,False,129.24216135782046
868.7458127689781,129.51204300008706,0.9996893916236707,0.695096392303198,True,False,129.51204300008706
860.0583546412884,129.50979400441713,1.0,0.7913892298351288,True,False,129.50979400441713
851.4577710948755,129.53387896445918,0.9999717136654096,0.31005989046217186,True,False,129.53387896445918
842.9431933839268,129.11523196068947,1.0,0.1213383605979308,True,True,129.11523196068947
834.5137614500875,129.22735943920156,0.9998656463785783,0.8992227726012221,True,False,129.22735943920156
826.1686238355866,129.13503792124038,1.0,0.7388345133193134,True,False,129.13503792124038
817.9069375972307,129.0655433174926,1.0,0.7426609629437086,True,True,129.0655433174926
809.7278682212584,129.1120113618835,0.9999426144104658,0.5035453057883047,True,False,129.1120113618835
801.6305895390458,128.9533678976368,1.0,0.8147340476977932,True,True,128.9533678976368
793.6142836436553,129.01221264309382,0.9999258549586119,0.8204661270678572,True,False,129.01221264309382
785.6781408072187,129.05171249411956,0.9999497264133157,0.016977036380739108,True,False,129.05171249411956
777.8213593991466,129.13005851110017,0.9998992801232993,0.7753411512441697,True,False,129.13005851110017
770.0431458051551,129.278220825276,0.999807610700642,0.18074209557227816,True,False,129.278220825276
762.3427143471035,129.13102638691873,1.0,0.021171935339230785,True,False,129.13102638691873
754.7192872036325,129.40168854024537,0.9996414380413504,0.5471409878335568,True,False,129.40168854024537
747.1720943315961,129.36491513811325,1.0,0.8398896649798381,True,False,129.36491513811325
739.7003733882801,129.44886800933983,0.9998865106598852,0.4906310113196948,True,False,129.44886800933983
732.3033696543973,129.5634940001105,0.999843484237682,0.6556989405794824,True,False,129.5634940001105
724.9803359578533,129.52478915049346,1.0,0.31046432144829783,True,False,129.52478915049346
717.7305325982747,129.5527496679738,0.9999610439132923,0.8622978393319366,True,False,129.5527496679738
710.553227272292,129.72655538648738,0.9997554237225318,0.6839305673833513,True,False,129.72655538648738
703.4476949995691,129.6881649431777,1.0,0.1041771159910001,True,False,129.6881649431777
696.4132180495734,129.60590360994362,1.0,0.8492874681301552,True,False,129.60590360994362
689.4490858690776,129.45216857329956,1.0,0.28714877102123226,True,False,129.45216857329956
682.5545950103868,129.4721601701423,0.9999707110548796,0.8506743581154224,True,False,129.4721601701423
675.7290490602829,129.35446861042135,1.0,0.6743764816879096,True,False,129.35446861042135
668.9717585696801,129.3786491750871,0.9999638547855757,0.5399107280669042,True,False,129.3786491750871
662.2820409839833,129.5066827201326,0.9998066969024011,0.4127980380980657,True,False,129.5066827201326
655.6592205741434,129.6429364111339,0.9997922098398867,0.6305159980012496,True,False,129.6429364111339
649.102628368402,129.58878192437746,1.0,0.6412984444143761,True,False,129.58878192437746
642.6116020847179,129.69506754591367,0.9998346173146447,0.7812569860420988,True,False,129.69506754591367
636.1854860638707,129.70631716125013,0.9999823172390435,0.614454400905198,True,False,129.70631716125013
629.823631203232,129.52593089609368,1.0,0.6537914232635059,True,False,129.52593089609368
623.5253948911997,129.48380532182415,1.0,0.8743345281879233,True,False,129.48380532182415
617.2901409422876,129.43498861118147,1.0,0.861155567258879,True,False,129.43498861118147
611.1172395328647,129.27748315813838,1.0,0.43676382521124923,True,False,129.27748315813838
605.006067137536,129.20093710549963,1.0,0.4575065346651789,True,False,129.20093710549963
598.9560064661606,129.37318071939876,0.9997124682813063,0.16304968706905332,True,False,129.37318071939876
592.966446401499,129.1572172835431,1.0,0.8864454338817195,True,False,129.1572172835431
587.036781937484,129.20619322811905,0.9999165743900035,0.9632942400514979,True,False,129.20619322811905
581.1664141181092,129.2306129197873,0.9999579824675965,0.9405486375395179,True,False,129.2306129197873
575.3547499769281,129.17168942176426,1.0,0.8162711796028493,True,False,129.17168942176426
569.6012024771588,129.12413529434414,1.0,0.6463751668196814,True,False,129.12413529434414
563.9051904523873,129.1670735796643,0.9999238583873118,0.6892892288433221,True,False,129.1670735796643
558.2661385478634,129.11543911972882,1.0,0.048739673662744454,True,False,129.11543911972882
552.6834771623847,129.00461094742855,1.0,0.4781843366529057,True,False,129.00461094742855
547.1566423907609,129.2392442712862,0.9995712689844242,0.6740004055820342,True,False,129.2392442712862
541.6850759668533,129.21257477275,1.0,0.8207190445389796,True,False,129.21257477275
536.2682252071847,129.30689087997905,0.9998241405897915,0.8624965058244681,True,False,129.30689087997905
530.9055429551129,129.24452213806052,1.0,0.6843440263539848,True,False,129.24452213806052
525.5964875255618,129.37003851971093,0.999761221015179,0.992671810185504,True,False,129.37003851971093
520.3405226503062,129.37156945398303,0.9999970578266475,0.8491024489975704,True,False,129.37156945398303
515.1371174238031,129.5742175036896,0.9996066907458925,0.24704394478576142,True,False,129.5742175036896
509.9857462495651,129.5588066048174,1.0,0.876079745887842,True,False,129.5588066048174
504.88588878706946,129.59995903109746,0.9999184949508276,0.09782681921205516,True,False,129.59995903109746
499.83702989919874,129.56102118108018,1.0,0.7956989538355026,True,False,129.56102118108018
494.83865960020677,129.63547981187148,0.999849540799383,0.1629350241266957,True,False,129.63547981187148
489.8902730042047,129.82615366275394,0.999610858268872,0.8613755859912066,True,False,129.82615366275394
484.99137027416265,129.70318448852728,1.0,0.8784564800257173,True,False,129.70318448852728
480.14145657142103,129.56389067171702,1.0,0.11320968294376588,True,False,129.56389067171702
475.34004200570683,129.3261512162725,1.0,0.7132002627162914,True,False,129.3261512162725
470.5866415856498,129.48842231391356,0.9996552321957934,0.5319997998636989,True,False,129.48842231391356
465.88077516979325,129.30474439401794,1.0,0.4583260700952225,True,False,129.30474439401794
461.2219674180953,129.26912243372456,1.0,0.0277153993634236,True,False,129.26912243372456
456.60974774391434,129.10795517406262,1.0,0.06944963263162374,True,False,129.10795517406262
452.0436502664752,128.96388643617948,1.0,0.3113014051743703,True,False,128.96388643617948
447.5232137638104,129.43450305186482,0.9989489500497707,0.808376061874031,True,False,129.43450305186482
443.0479816261723,129.37980152995655,1.0,0.2743123021247901,True,False,129.37980152995655
438.6175018099106,129.39450294598214,0.9999664829388033,0.9241256444453808,True,False,129.39450294598214
434.2313267918115,129.0613846745865,1.0,0.9845770141461948,True,False,129.0613846745865
429.88901352389337,128.99437626787804,1.0,0.687500074289411,True,False,128.99437626787804
425.59012338865443,128.92419700350214,1.0,0.4026017065015699,True,True,128.92419700350214
421.3342221547679,129.21012996589695,0.9993215932934589,0.6707714166479979,True,False,129.21012996589695
417.1208799332202,129.37903955877746,0.9995951403864902,0.656908592860106,True,False,129.37903955877746
412.949671133888,129.33180643018673,1.0,0.6004176120110635,True,False,129.33180643018673
408.8201744225491,129.38817244482854,0.9998621346679565,0.1796704303815314,True,False,129.38817244482854
404.7319726783236,129.41936902411163,0.9999229233687726,0.3932924204930801,True,False,129.41936902411163
400.68465295154033,129.59026173596544,0.9995735891735457,0.1484885786166803,True,False,129.59026173596544
396.6778064220249,129.31991046582345,1.0,0.9072286106059186,True,False,129.31991046582345
392.71102835780465,129.41397909178698,0.9997604921847457,0.2723884281103438,True,False,129.41397909178698
388.7839180742266,129.34788433671312,1.0,0.1309079957994972,True,False,129.34788433671312
384.89607889348434,129.2730791687884,1.0,0.5148809451334942,True,False,129.2730791687884
381.0471181045495,129.17024743353184,1.0,0.6812780551144848,True,False,129.17024743353184
377.236646923504,129.04404159238433,1.0,0.2967473906415211,True,False,129.04404159238433
373.46428045426893,129.31615278059022,0.9992716516825164,0.6262568952292292,True,False,129.31615278059022
369.7296376497262,129.2810852997964,1.0,0.594357470884105,True,False,129.2810852997964
366.03234127322895,129.2690691905265,1.0,0.55574729629963,True,False,129.2690691905265
362.37201786049667,129.30361092667326,0.9999046833413818,0.021006473691878247,True,False,129.30361092667326
358.7482976818917,129.69448130711078,0.9989110540009591,0.8670094001868361,True,False,129.69448130711078
355.16081470507277,129.66441807291238,1.0,0.15894079140367445,True,False,129.66441807291238
351.60920655802204,129.34773302295577,1.0,0.4511802022317052,True,False,129.34773302295577
348.0931144924418,129.32433452002522,1.0,0.7809752976861853,True,False,129.32433452002522
344.61218334751743,129.2907743527463,1.0,0.6614704101444977,True,False,129.2907743527463
341.16606151404227,129.0281816574136,1.0,0.9662206915984297,True,False,129.0281816574136
337.75440089890185,129.11477043579603,0.9997436667593768,0.02591716225892715,True,False,129.11477043579603
334.3768568899128,128.88908461140304,1.0,0.5511149574896842,True,True,128.88908461140304
331.0330883210137,129.08336464427651,0.9994132821147919,0.5171651817686825,True,False,129.08336464427651
327.7227574378035,129.30932172097917,0.9993107613266086,0.5860820542782968,True,False,129.30932172097917
324.44552986342546,128.90905756123166,1.0,0.01566270316707985,True,False,128.90905756123166
321.2010745647912,129.23857955353895,0.9989746204264508,0.24020472815688165,True,False,129.23857955353895
317.9890638191433,128.96422546956381,1.0,0.9901141376673296,True,False,128.96422546956381
314.8091731809519,129.04659154017438,0.9997383961348159,0.7822341652340858,True,False,129.04659154017438
311.6610814491424,129.15213341528678,0.9996614142320084,0.8913162653954797,True,False,129.15213341528678
308.54447063465096,129.13307455584626,1.0,0.7305822010720832,True,False,129.13307455584626
305.45902592830447,128.82793345347932,1.0,0.7947844148109525,True,True,128.82793345347932
302.40443566902144,128.80776412634134,1.0,0.38123824764542125,True,True,128.80776412634134
299.3803913123312,128.5666731454712,1.0,0.6547653608952752,True,True,128.5666731454712
296.3865873992079,128.52425347849797,1.0,0.30304298489701165,True,True,128.52425347849797
293.4227215252158,128.8895928332698,0.9987556791579776,0.7154070765790926,True,False,128.8895928332698
290.48849430996364,128.81542229777946,1.0,0.7941055747570017,True,False,128.81542229777946
287.583609366864,128.33373412464556,1.0,0.5366577036782798,True,True,128.33373412464556
284.70777327319536,128.25768067894447,1.0,0.4752152828450711,True,True,128.25768067894447
281.8606955404634,128.33392736265947,0.9997295246445075,0.5183015938906596,True,False,128.33392736265947
279.04208858505876,128.34553401217542,0.999958406245484,0.2632956362670926,True,False,128.34553401217542
276.25166769920816,128.55857213747123,0.999229123199721,0.5677674178699396,True,False,128.55857213747123
273.48915102221605,128.14826626782207,1.0,0.39977855403371854,True,True,128.14826626782207
270.7542595119939,128.10198517209096,1.0,0.8394097487884044,True,True,128.10198517209096
268.04671691687395,128.4524011600072,0.9986935596776448,0.7933911096229318,True,False,128.4524011600072
265.3662497477052,128.67106297095344,0.9991763393151222,0.09324590189908588,True,False,128.67106297095344
262.7125872502281,128.7601131664638,0.9996610931142372,0.09194225256638977,True,False,128.7601131664638
