temp,cost,accept_prob,accepted,is_best,param
1000,6.037880466513389,1.0,True,True,"[0.6416640078907047, 0.8250962612653029, 222.70859090560816, -70.27134128978008, 121.71052804440312, 0.1745099828204528, 0.17782748276473806, 124.88710772030039, -5.020147911319706, 60.2037740037976, 0.12826764162562693, 0.8986695029111833, 165.3622867097025, -52.152780875218355, 268.56172960521985, 0.6432119697313842, 0.41172962020095544, 288.7207192526505, 23.74594838140325, 196.84426396020106]"
1000,5.950767653205069,1.0,True,True,"[0.7004935529491474, 0.7138339490168052, 224.95505915905932, -62.36590312848573, 112.40242332164503, 0.29056915939586825, 0.2971324733623521, 126.71169752414302, -1.6115129824747507, 59.49637078681093, 0.17108164839039053, 0.8083986560454812, 162.56435866670665, -55.40950435734584, 271.65811122021927, 0.5313226682673167, 0.4244482802981243, 285.7498643821429, 22.304511430339094, 195.8934064737723]"
995.0,6.000002412823673,0.9999505190537514,True,False,"[0.6476410812596981, 0.663825671793367, 223.18369537755842, -63.18489778046647, 118.14185244627235, 0.14582279749469382, 0.31841359917186896, 132.61030564391245, 1.181551588548147, 62.51775489043321, 0.14840137576469725, 0.8531229490021359, 159.38956788535808, -48.68147702435518, 267.8467279868265, 0.5416354983020776, 0.3461964219058118, 292.9882546239195, 29.961679401317102, 195.04107755010043]"
990.025,5.930086997297339,1.0,True,True,"[0.660974723024541, 0.5936062378577509, 227.54939823355534, -71.62317423428662, 125.57424714024715, 0.254112994190263, 0.3762247436987392, 130.201702157918, 5.3309004898810715, 56.61017468485496, 0.1730575620688839, 0.7763345100085073, 163.28430850619893, -54.49333081762176, 265.30703724811787, 0.5754456414152571, 0.1651919007513495, 295.1143889301774, 40.89073992009276, 196.03719619765207]"
985.074875,5.951114545500376,0.999978654085786,True,False,"[0.5609236459958381, 0.5864647111583026, 233.789901860545, -79.95603770980979, 130.26016071870853, 0.21024263430270165, 0.39902488707764716, 135.14498541519612, 7.641588334781937, 61.367790843862416, 0.1617405614759189, 0.8205742203687499, 165.8367527742759, -46.03046527530513, 269.1577663797395, 0.7679161580356662, 0.10603680834956589, 295.0447715625816, 35.79060826697485, 191.3551161121159]"
980.149500625,5.932244721187526,1.0,True,False,"[0.5735720739073628, 0.6787434633830153, 229.6308085345622, -77.76220783288426, 133.62432723568838, 0.201748151487539, 0.4851573013715881, 130.56731575571214, -0.2598630390529193, 59.85910203289108, 0.24683530544947097, 0.8686118208276037, 166.43633381130434, -49.546190347255965, 269.2149731625553, 0.7543381540018216, 0.17889205634024208, 298.2272440322267, 33.998111677896645, 193.1366694969394]"
975.248753121875,6.0095788180826935,0.9999207063525528,True,False,"[0.4830200760690191, 0.5934164255619638, 226.9067378855321, -76.08979222425026, 134.51137228367656, 0.2287377605479852, 0.539399582216088, 131.7329779143693, -8.52632896643797, 61.36756160819683, 0.17701574293768751, 0.8670979363976155, 169.57488778363646, -49.192820470182056, 263.63578329527144, 0.732656463091089, 0.21077538383793637, 299.20699774770543, 43.44603699240051, 190.63620821200547]"
970.3725093562656,6.019215731898072,0.9999900689004791,True,False,"[0.4986702759936206, 0.5643363440958319, 229.47984713605499, -81.86220315865873, 137.99312871359047, 0.2650784693057636, 0.4234605582934941, 128.7185889332473, -16.238342388429285, 57.371800666188165, 0.13612038872555318, 0.8439744118137633, 171.6165650293504, -43.59377739005967, 267.85877047519244, 0.6932323907603063, 0.2607292238356617, 300.18167217791165, 46.898389583345455, 193.80981662253785]"
965.5206468094842,5.9288639307230575,1.0,True,True,"[0.6888506706176014, 0.5651023641972621, 235.9877338383299, -79.16576167062914, 141.71221448406334, 0.359744139303357, 0.4606458502375938, 119.96801555494204, -17.446620863895596, 64.24133613848262, 0.14746660169908957, 0.7326475488619888, 181.7747540553414, -43.800044750668455, 267.12523767091585, 0.762330435161754, 0.238602999210473, 299.57260743779966, 50.146198981999596, 192.51452234140916]"
960.6930435754368,5.9083894900914835,1.0,True,True,"[0.73930567024983, 0.5419139437085834, 235.43394159697075, -74.5835176666251, 144.30305882989816, 0.29376925038927526, 0.5162423779612392, 123.31993598476798, -16.147413191250624, 69.437763959817, 0.1642197773808746, 0.7433685200594023, 178.81029424088015, -51.123333570375685, 269.32366016932394, 0.8696939178646164, 0.1922746037431252, 302.00916439805053, 45.88836304680299, 196.92330304877692]"
955.8895783575597,5.891959159874572,1.0,True,True,"[0.8142151379904509, 0.6166681125079617, 238.47395313151787, -67.70955516467666, 143.7340948749386, 0.2194260639545712, 0.37743182016038357, 129.17755548616645, -23.361697508856604, 76.58889242002508, 0.2665784129922158, 0.7909566872591648, 175.42111439724732, -46.62021988440486, 270.71970669764113, 0.7851379287059245, 0.24021470980834606, 297.6912231094947, 51.13945115144553, 198.148021808968]"
951.1101304657719,5.952752514474978,0.9999360837301694,True,False,"[0.8305816010135325, 0.5348189711126802, 239.2884526139767, -69.33477626650745, 148.88870397158098, 0.23577923288653316, 0.3404053730528774, 123.54672020933415, -24.47113408262912, 74.58224639727648, 0.2645030462130642, 0.8861182790006226, 177.0385859365877, -57.78235767615281, 274.7935804367771, 0.7606130347011938, 0.33428374708411657, 296.54517384734396, 62.55344673150666, 199.83371304143216]"
