run_id,lambda,track_file_name,resolved_track_path,status,message,row_count,transition_count,used_count,downhill_count,uphill_count,observed_acceptance,mean_uphill_delta,median_uphill_delta,max_probability_error,probability_valid,initial_params_match,best_cost_error,initial_temp,min_temp,cooling_rate,perturbation,gen_seed
86,2,track_csv/jasminum-remote/results/86.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/86.csv,ok,,2758,2757,100,45,55,1,0.101241647897,0.0339150168763,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
87,2.25,track_csv/jasminum-remote/results/87.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/87.csv,ok,,2758,2757,100,51,49,1,0.074318291779,0.0527910717245,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
88,2.5,track_csv/jasminum-remote/results/88.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/88.csv,ok,,2758,2757,100,52,48,1,0.069770879461,0.0681800427476,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
89,2.75,track_csv/jasminum-remote/results/89.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/89.csv,ok,,2758,2757,100,51,49,1,0.0424895912489,0.0309781148097,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
90,3,track_csv/jasminum-remote/results/90.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/90.csv,ok,,2758,2757,100,50,50,1,0.122836446917,0.0226437685657,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
91,2,track_csv/jasminum-remote/results/91.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/91.csv,ok,,2758,2757,100,55,45,1,0.105748883388,0.0891626473094,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
92,2.25,track_csv/jasminum-remote/results/92.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/92.csv,ok,,2758,2757,100,49,51,1,0.160590822871,0.124102738405,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
93,2.5,track_csv/jasminum-remote/results/93.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/93.csv,ok,,2758,2757,100,49,51,1,0.0725054218794,0.0538565516763,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
94,2.75,track_csv/jasminum-remote/results/94.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/94.csv,ok,,2758,2757,100,54,46,1,0.0598424225951,0.0528757165255,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
95,3,track_csv/jasminum-remote/results/95.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/95.csv,ok,,2758,2757,100,56,44,1,0.0561177864739,0.0384306289326,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
96,2,track_csv/jasminum-remote/results/96.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/96.csv,ok,,2758,2757,100,51,49,1,0.0720209982518,0.0559533530427,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
97,2.25,track_csv/jasminum-remote/results/97.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/97.csv,ok,,2758,2757,100,52,48,1,0.0828492308115,0.0534229741899,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
98,2.5,track_csv/jasminum-remote/results/98.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/98.csv,ok,,2758,2757,100,50,50,1,0.0796513028776,0.0596346068335,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
99,2.75,track_csv/jasminum-remote/results/99.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/99.csv,ok,,2758,2757,100,51,49,1,0.061375367846,0.0475701815176,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
100,3,track_csv/jasminum-remote/results/100.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/100.csv,ok,,2758,2757,100,48,52,1,0.0487775017825,0.0426895275471,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
101,4,track_csv/jasminum-remote/results/101.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/101.csv,ok,,2758,2757,100,42,58,1,0.0243080359387,0.0190038737526,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
102,4.25,track_csv/jasminum-remote/results/102.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/102.csv,ok,,2758,2757,100,53,47,1,0.0813443255132,0.0654032292772,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
103,4.5,track_csv/jasminum-remote/results/103.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/103.csv,ok,,2758,2757,100,46,54,1,0.0710359790541,0.0645718997509,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
104,4.75,track_csv/jasminum-remote/results/104.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/104.csv,ok,,2758,2757,100,54,46,1,0.0373217390403,0.0329668359229,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
105,5,track_csv/jasminum-remote/results/105.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/105.csv,ok,,2758,2757,100,51,49,1,0.0834972589765,0.0756203184798,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
106,4,track_csv/jasminum-remote/results/106.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/106.csv,ok,,2758,2757,100,50,50,1,0.0737851912108,0.0653842619881,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
107,4.25,track_csv/jasminum-remote/results/107.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/107.csv,ok,,2758,2757,100,47,53,1,0.0935328541014,0.0726959288452,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
108,4.5,track_csv/jasminum-remote/results/108.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/108.csv,ok,,2758,2757,100,53,47,1,0.0520062054277,0.0406531077223,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
109,4.75,track_csv/jasminum-remote/results/109.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/109.csv,ok,,2758,2757,100,49,51,1,0.0643912295046,0.0578826901438,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
110,5,track_csv/jasminum-remote/results/110.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/110.csv,ok,,2758,2757,100,50,50,1,0.205919866849,0.186492193069,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
111,4,track_csv/jasminum-remote/results/111.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/111.csv,ok,,2758,2757,100,50,50,1,0.0609659435384,0.0395725084602,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
112,4.25,track_csv/jasminum-remote/results/112.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/112.csv,ok,,2758,2757,100,47,53,1,0.115954040944,0.0886512093278,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
113,4.5,track_csv/jasminum-remote/results/113.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/113.csv,ok,,2758,2757,100,50,50,1,0.0538950206595,0.0402953687158,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
114,4.75,track_csv/jasminum-remote/results/114.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/114.csv,ok,,2758,2757,100,51,49,1,0.0543773972558,0.0397083412928,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
115,5,track_csv/jasminum-remote/results/115.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/115.csv,ok,,2758,2757,100,54,46,1,0.0866246301207,0.0625204224262,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
116,4,track_csv/jasminum-remote/results/116.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/116.csv,ok,,2758,2757,100,51,49,1,0.0559779349043,0.0456269462702,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
117,4.25,track_csv/jasminum-remote/results/117.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/117.csv,ok,,2758,2757,100,48,52,1,0.0569402816271,0.0382109343744,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
118,4.5,track_csv/jasminum-remote/results/118.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/118.csv,ok,,2758,2757,100,52,48,1,0.0433412303802,0.0351664914739,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
119,4.75,track_csv/jasminum-remote/results/119.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/119.csv,ok,,2758,2757,100,52,48,1,0.0450938522338,0.0308843744777,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
120,5,track_csv/jasminum-remote/results/120.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/120.csv,ok,,2758,2757,100,48,52,1,0.0650933394009,0.0432230213921,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
121,4,track_csv/jasminum-remote/results/121.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/121.csv,ok,,2758,2757,100,48,52,1,0.0611570583225,0.0450878601041,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
122,4.25,track_csv/jasminum-remote/results/122.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/122.csv,ok,,2758,2757,100,49,51,1,0.0660838330927,0.0480504828703,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
123,4.5,track_csv/jasminum-remote/results/123.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/123.csv,ok,,2758,2757,100,54,46,1,0.0622415084703,0.0505993405463,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
124,4.75,track_csv/jasminum-remote/results/124.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/124.csv,ok,,2758,2757,100,51,49,1,0.049571057328,0.0409324691351,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
125,5,track_csv/jasminum-remote/results/125.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/125.csv,ok,,2758,2757,100,47,53,1,0.111873639261,0.0773257676142,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
126,4,track_csv/jasminum-remote/results/126.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/126.csv,ok,,2758,2757,100,51,49,1,0.160704593304,0.132244337597,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
127,4.25,track_csv/jasminum-remote/results/127.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/127.csv,ok,,2758,2757,100,55,45,1,0.0665805494207,0.066273455925,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
128,4.5,track_csv/jasminum-remote/results/128.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/128.csv,ok,,2758,2757,100,47,53,1,0.055850063513,0.0414594237245,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
129,4.75,track_csv/jasminum-remote/results/129.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/129.csv,ok,,2758,2757,100,51,49,1,0.0535161238306,0.0331905805472,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
130,5,track_csv/jasminum-remote/results/130.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/130.csv,ok,,2758,2757,100,50,50,0.99,0.0516691455441,0.041054028149,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
131,4,track_csv/jasminum-remote/results/131.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/131.csv,ok,,2758,2757,100,50,50,1,0.0374815335647,0.0310491026853,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
132,4.25,track_csv/jasminum-remote/results/132.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/132.csv,ok,,2758,2757,100,55,45,1,0.0693109607481,0.054092735725,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
133,4.5,track_csv/jasminum-remote/results/133.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/133.csv,ok,,2758,2757,100,49,51,1,0.0919165228513,0.0577738934364,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
134,4.75,track_csv/jasminum-remote/results/134.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/134.csv,ok,,2758,2757,100,48,52,1,0.13079866407,0.104988322565,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
135,5,track_csv/jasminum-remote/results/135.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/135.csv,ok,,2758,2757,100,52,48,1,0.0745409966938,0.0559277450852,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
136,4,track_csv/jasminum-remote/results/136.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/136.csv,ok,,2758,2757,100,52,48,1,0.070451450569,0.0566266333629,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
137,4.25,track_csv/jasminum-remote/results/137.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/137.csv,ok,,2758,2757,100,53,47,1,0.0551178849957,0.0489097798284,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
138,4.5,track_csv/jasminum-remote/results/138.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/138.csv,ok,,2758,2757,100,45,55,1,0.026135565262,0.0197127722433,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
139,4.75,track_csv/jasminum-remote/results/139.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/139.csv,ok,,2758,2757,100,50,50,1,0.0686035545149,0.046769091114,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
140,5,track_csv/jasminum-remote/results/140.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/140.csv,ok,,2758,2757,100,47,53,1,0.0595715458808,0.0470567859031,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
141,4,track_csv/jasminum-remote/results/141.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/141.csv,ok,,2758,2757,100,56,44,1,0.0479328318442,0.0465195374717,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
142,4.25,track_csv/jasminum-remote/results/142.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/142.csv,ok,,2758,2757,100,52,48,1,0.092518897829,0.0786091724905,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
143,4.5,track_csv/jasminum-remote/results/143.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/143.csv,ok,,2758,2757,100,45,55,1,0.0592883777246,0.0509349914442,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
144,4.75,track_csv/jasminum-remote/results/144.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/144.csv,ok,,2758,2757,100,47,53,1,0.0941541499097,0.060632790025,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
145,5,track_csv/jasminum-remote/results/145.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/145.csv,ok,,2758,2757,100,53,47,1,0.0650038397126,0.0456148841539,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
146,4,track_csv/jasminum-remote/results/146.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/146.csv,ok,,2758,2757,100,54,46,1,0.0579993981447,0.0567124024481,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
147,4.25,track_csv/jasminum-remote/results/147.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/147.csv,ok,,2758,2757,100,49,51,1,0.0819215859957,0.0548944495977,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
148,4.5,track_csv/jasminum-remote/results/148.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/148.csv,ok,,2758,2757,100,52,48,1,0.186894211872,0.11399973335,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
149,4.75,track_csv/jasminum-remote/results/149.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/149.csv,ok,,2758,2757,100,52,48,1,0.0518994826086,0.0409729508125,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
150,5,track_csv/jasminum-remote/results/150.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/150.csv,ok,,2758,2757,100,52,48,1,0.0355836760355,0.0247537919155,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
151,3.25,track_csv/jasminum-remote/results/151.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/151.csv,ok,,2758,2757,100,44,56,1,0.0763918704659,0.0551309160611,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
152,3.5,track_csv/jasminum-remote/results/152.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/152.csv,ok,,2758,2757,100,56,44,1,0.0475979741608,0.0363929321479,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
153,3.75,track_csv/jasminum-remote/results/153.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/153.csv,ok,,2758,2757,100,53,47,1,0.0537201225122,0.0323718855977,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
154,3.25,track_csv/jasminum-remote/results/154.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/154.csv,ok,,2758,2757,100,51,49,1,0.0475909398826,0.0378617205422,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
155,3.5,track_csv/jasminum-remote/results/155.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/155.csv,ok,,2758,2757,100,48,52,1,0.0606604538674,0.0555128288868,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
156,3.75,track_csv/jasminum-remote/results/156.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/156.csv,ok,,2758,2757,100,52,48,1,0.0553623390338,0.046816199399,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
157,3.25,track_csv/jasminum-remote/results/157.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/157.csv,ok,,2758,2757,100,50,50,1,0.063840118733,0.057347424089,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
158,3.5,track_csv/jasminum-remote/results/158.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/158.csv,ok,,2758,2757,100,44,56,1,0.0366499668169,0.0284479538465,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
159,3.75,track_csv/jasminum-remote/results/159.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/159.csv,ok,,2758,2757,100,48,52,1,0.081393958189,0.0691723957741,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
160,3.25,track_csv/jasminum-remote/results/160.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/160.csv,ok,,2758,2757,100,47,53,1,0.0480250716565,0.0380826589951,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
161,3.5,track_csv/jasminum-remote/results/161.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/161.csv,ok,,2758,2757,100,49,51,1,0.044899396337,0.0371565941451,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
162,3.75,track_csv/jasminum-remote/results/162.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/162.csv,ok,,2758,2757,100,51,49,1,0.0615409335462,0.0483545708072,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
163,3.25,track_csv/jasminum-remote/results/163.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/163.csv,ok,,2758,2757,100,44,56,1,0.0717940451125,0.0571241632859,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
164,3.5,track_csv/jasminum-remote/results/164.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/164.csv,ok,,2758,2757,100,49,51,1,0.0447746389532,0.0374181254495,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
165,3.75,track_csv/jasminum-remote/results/165.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/165.csv,ok,,2758,2757,100,42,58,1,0.0487732706586,0.0336903641516,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
166,3.25,track_csv/jasminum-remote/results/166.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/166.csv,ok,,2758,2757,100,53,47,1,0.0660042210574,0.0481443588424,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
167,3.5,track_csv/jasminum-remote/results/167.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/167.csv,ok,,2758,2757,100,54,46,1,0.32305563789,0.0486655821549,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
168,3.75,track_csv/jasminum-remote/results/168.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/168.csv,ok,,2758,2757,100,49,51,1,0.0277622377549,0.0224661439388,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
169,3.25,track_csv/jasminum-remote/results/169.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/169.csv,ok,,2758,2757,100,54,46,1,0.0461650738137,0.0409840791874,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
170,3.5,track_csv/jasminum-remote/results/170.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/170.csv,ok,,2758,2757,100,49,51,1,0.0834160580122,0.0584510013752,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
171,3.75,track_csv/jasminum-remote/results/171.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/171.csv,ok,,2758,2757,100,42,58,1,0.0524429396806,0.0283012393636,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
172,3.25,track_csv/jasminum-remote/results/172.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/172.csv,ok,,2758,2757,100,54,46,1,0.208569825856,0.139590861005,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
173,3.5,track_csv/jasminum-remote/results/173.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/173.csv,ok,,2758,2757,100,49,51,1,0.129923924141,0.0944213238923,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
174,3.75,track_csv/jasminum-remote/results/174.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/174.csv,ok,,2758,2757,100,53,47,1,0.104136763902,0.0727884718975,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
175,3.25,track_csv/jasminum-remote/results/175.csv,/home/samuel/projects/shape_optimizer/track_csv/jasminum-remote/results/175.csv,ok,,2758,2757,100,49,51,1,0.0959199672075,0.0735578632567,1.11022302463e-16,True,True,0,1000,0.001,0.995,"[0.08, 0.08, 4.0, 6.0, 4.0]",0
