lambda,target_acceptance,valid_run_count,pooled_transition_count,pooled_empirical_t0,pooled_paper_t0,mean_run_t0,median_run_t0,sd_run_t0,min_run_t0,p10_run_t0,p90_run_t0,max_run_t0,bootstrap_mean_ci_low,bootstrap_mean_ci_high
7,0.8,10,1000,0.0892860306384,0.116218659197,0.0939138697917,0.0829073789379,0.0397276597137,0.0527682325909,0.0597730856232,0.157500442232,0.171095478559,0.0733152623755,0.11902850726
7,0.85,10,1000,0.137702247299,0.166112554191,0.143238586843,0.124324273527,0.060178458108,0.0820722140809,0.0955764252401,0.237197179458,0.262721516703,0.111516684846,0.18145420415
7,0.9,10,1000,0.23520870482,0.265095850124,0.241741048373,0.206358625081,0.101296445987,0.140423872824,0.161254504457,0.396843986225,0.445252688175,0.187539064881,0.309323709266
7,0.95,10,1000,0.529387343041,0.560726296358,0.536971481073,0.453919218547,0.225042491251,0.314860519505,0.357973022155,0.876264361357,0.991702291631,0.415610516786,0.677234536524
7,0.99,10,1000,2.88927990481,2.92173931071,2.89771664716,2.4342065725,1.21615246587,1.70799537776,1.93159651112,4.71289620304,5.35960386112,2.26484994328,3.65646307027
7.5,0.8,10,1000,0.089553328812,0.116391105154,0.091967344664,0.0828816163202,0.0308890142313,0.0521794950576,0.0580646318575,0.134438128752,0.141555310451,0.0741725463078,0.110624152259
7.5,0.85,10,1000,0.138732008433,0.166763393597,0.141677007948,0.124960395275,0.0459934542674,0.0828754956718,0.0930313740561,0.200420786277,0.216537118888,0.115674888429,0.16929527226
7.5,0.9,10,1000,0.237457969206,0.266643380469,0.241026384129,0.208649742387,0.0767653186438,0.145005232658,0.163149253369,0.332102270149,0.367558588499,0.19799430433,0.287022806825
7.5,0.95,10,1000,0.534603178346,0.564874605181,0.538844008038,0.458989351602,0.169982267833,0.33246072234,0.373405612985,0.752478636922,0.822325851161,0.445103074332,0.641122317074
7.5,0.99,10,1000,2.91536762925,2.9464416292,2.92015214789,2.45952331184,0.918185941951,1.8342718284,2.05401105133,4.12394507237,4.46455150947,2.42385880258,3.47614033314
8,0.8,10,1000,0.111889618862,0.148004107757,0.117691995877,0.115342194824,0.0453089824418,0.0614593129695,0.0636202711412,0.169979973572,0.189604949245,0.0916773710789,0.144141285496
8,0.85,10,1000,0.174755887809,0.212375701385,0.181043498436,0.172997391837,0.0693133833417,0.0990142288731,0.0996175427659,0.263836730275,0.291254903071,0.140856958298,0.222555335663
8,0.9,10,1000,0.301066897874,0.339971911275,0.307561754626,0.287548501285,0.116398369908,0.168596676679,0.179855605694,0.45084175099,0.492528814049,0.239664899157,0.379650408033
8,0.95,10,1000,0.680918180943,0.720899210497,0.687460449521,0.629871391836,0.255381021564,0.37606066317,0.416988888288,1.01011450741,1.09284459642,0.540811011378,0.838479913992
8,0.99,10,1000,3.7219713027,3.76267539954,3.72856008944,3.36415778455,1.36047462185,2.03166870786,2.24923620161,5.47750619513,5.88429205453,2.96387874948,4.52981788595
8.5,0.8,10,1000,0.0878205509048,0.112420534055,0.0900546286658,0.0882002880835,0.0253299943109,0.0633228181157,0.0660690381704,0.122972673649,0.143698189142,0.0765766452905,0.106857628289
8.5,0.85,10,1000,0.135304614417,0.16097412658,0.138028280012,0.133652681308,0.0387092496192,0.0955353565197,0.101178438547,0.189650728448,0.217505554645,0.116918688834,0.162706765592
8.5,0.9,10,1000,0.230612650652,0.257261011672,0.23384238677,0.223512630678,0.0657941687549,0.159599200482,0.170801760839,0.322189614536,0.365235645416,0.198487744436,0.274770228278
8.5,0.95,10,1000,0.517257027668,0.544782848472,0.520992229635,0.49304595991,0.147548594289,0.351154307257,0.378916410368,0.7183714904,0.80839465153,0.441933280452,0.614633263741
8.5,0.99,10,1000,2.81273099339,2.84088234791,2.81685727213,2.65474820443,0.802860668019,1.88151167332,2.04196702579,3.88306715878,4.35275735449,2.37647968868,3.30284476244
9,0.8,10,1000,0.0830301831237,0.186298863456,0.0859230515077,0.0826057643989,0.02687207155,0.0485895241966,0.0639178717023,0.105656561329,0.151373498484,0.0717773733849,0.103382628031
9,0.85,10,1000,0.127262167922,0.266124187549,0.13100556737,0.125850433275,0.0421653018467,0.0727800750687,0.0964452584846,0.163371188147,0.233145266878,0.109023171904,0.157583497247
9,0.9,10,1000,0.216573766733,0.424507291298,0.221298745397,0.213377158618,0.0733331890776,0.12081682234,0.160818833074,0.278499696484,0.398039061579,0.181818832179,0.266645673418
9,0.95,10,1000,0.489342234075,0.897574442849,0.496073422063,0.471815927196,0.168528558334,0.264325777282,0.352816452324,0.623002759566,0.894338315929,0.408264140432,0.603599726946
9,0.99,10,1000,2.89515662872,4.6757438437,3.61527581285,2.51695127899,3.21235341676,1.41047880583,1.88535654219,5.61778715412,12.371203051,2.24484549384,5.76827493595
9.5,0.8,10,1000,0.0939811323917,0.12904920348,0.0986277017127,0.0863140490497,0.0410134990448,0.0502123151256,0.0665003838101,0.137043151237,0.195349388924,0.0773226751707,0.125976888833
9.5,0.85,10,1000,0.145079934253,0.185466062646,0.150277003077,0.132610521859,0.0613346167136,0.0785227787133,0.100980409706,0.206763339015,0.29468459176,0.118451772441,0.189806800481
9.5,0.9,10,1000,0.247359448759,0.297255476003,0.2533077112,0.224562917978,0.101910760919,0.134751927526,0.169196466153,0.344850017192,0.491114078591,0.199636895504,0.319873947247
9.5,0.95,10,1000,0.557577499271,0.630936097274,0.566958652558,0.499195202669,0.227815649891,0.302850260016,0.372597248644,0.778969116546,1.07671819949,0.446598717307,0.715089546312
9.5,0.99,10,1000,3.15683298612,3.29528089924,3.20562414132,2.69210001382,1.44753001774,1.64588084437,1.99594488706,5.66583306376,5.75029288436,2.42550157224,4.14133373143
10,0.8,10,1000,0.0804646826558,0.106381642525,0.0846261324539,0.0844762715048,0.0307826692143,0.0377071505089,0.0409231913637,0.120061490505,0.13230118141,0.0664456554334,0.10239679564
10,0.85,10,1000,0.125825516338,0.152683765794,0.130727428192,0.130182539021,0.0480850384775,0.0597237920163,0.0650662261631,0.189365821293,0.207783783631,0.103164740717,0.158048811591
10,0.9,10,1000,0.216662979689,0.244458529738,0.222354166701,0.220722890092,0.0827749087385,0.103552125175,0.11332297873,0.326339643991,0.359489306959,0.174730076854,0.270502253461
10,0.95,10,1000,0.48967689969,0.518437518546,0.496228487089,0.490070492145,0.187048667869,0.23459549011,0.257876622862,0.734495571051,0.816202389267,0.388111477657,0.608551049194
10,0.99,10,1000,2.6766337075,2.70619318285,2.68392728787,2.63138463455,1.02197072634,1.28129097307,1.41313483969,3.99118749372,4.47478687804,2.09614502413,3.30453062537
12.5,0.8,10,1000,0.102263899402,0.136381948557,0.105784188698,0.101992895316,0.0284771118208,0.0688206729689,0.0768377614647,0.142953077525,0.162899223248,0.0900202421772,0.123096538792
12.5,0.85,10,1000,0.159317095303,0.195571697225,0.164079907985,0.154763830605,0.0469015344291,0.103644672848,0.116994646538,0.222122289917,0.255689777592,0.137924209413,0.19299004551
12.5,0.9,10,1000,0.274649606317,0.312913407502,0.280686447652,0.259589818795,0.084547979436,0.173863586307,0.196964342113,0.379987615638,0.442892849841,0.234313121104,0.334208619274
12.5,0.95,10,1000,0.623151524335,0.663251458497,0.630435568023,0.580687192201,0.198050595987,0.38593572811,0.436271071291,0.852158973662,1.00650904122,0.519234927541,0.747262187433
12.5,0.99,10,1000,3.41941559926,3.46083538575,3.42764892511,3.17556694923,1.10633883291,2.08784605339,2.34875230359,4.69871278422,5.51855551961,2.82049025745,4.1022275691
15,0.8,10,1000,0.0947945121667,0.139708904087,0.0992581693797,0.0921270495097,0.033089957455,0.05013893527,0.0634265768555,0.143282266318,0.150522322792,0.0803779219279,0.118660514107
15,0.85,10,1000,0.148002707747,0.199726545446,0.153871392145,0.140897367167,0.0528732190876,0.0755772527234,0.0957943498528,0.22730546112,0.231834077324,0.123288323489,0.185161984985
15,0.9,10,1000,0.25590229943,0.318789117729,0.264152160721,0.238205693265,0.0950650976438,0.126546585506,0.160069261232,0.382279763355,0.418762723026,0.209634211497,0.322081559419
15,0.95,10,1000,0.587234325629,0.674382348975,0.602243883378,0.532989853691,0.233387839525,0.279633566168,0.352150580535,0.892926857656,0.993455503208,0.474360651883,0.744002452205
15,0.99,10,1000,3.3701635371,3.51425934646,3.42211861041,2.88909959678,1.55522907584,1.50481809022,1.88654144585,5.68350892719,6.23470221696,2.54563562891,4.3556543062
17.5,0.8,10,1000,0.0983477648045,0.207153881365,0.102514871616,0.0903784806386,0.0402641237861,0.0490464982104,0.0776323520111,0.135404986576,0.197604976341,0.0818938117476,0.127779213088
17.5,0.85,10,1000,0.152672880554,0.296806909836,0.157179678547,0.140303680555,0.0601159160643,0.076678660663,0.120963404197,0.207739476028,0.298031726308,0.125499922666,0.196994400828
17.5,0.9,10,1000,0.262179859948,0.4745741621,0.266735853378,0.235589393228,0.0991448530127,0.132985882667,0.203575740877,0.353010311032,0.497042895114,0.213685222061,0.331705441279
