run_id,lambda,target_acceptance,empirical_t0,paper_t0,used_count,downhill_fraction,mean_uphill_delta,observed_acceptance,status,track_file_name
40,2,0.9,0.351845107918,0.38789813458,100,0.47,0.0811063183453,1,ok,track_csv/jasminum-remote/results/40.csv
40,2,0.95,0.781722730926,0.818504183341,100,0.47,0.0811063183453,1,ok,track_csv/jasminum-remote/results/40.csv
40,2,0.99,4.22066003656,4.25795296983,100,0.47,0.0811063183453,1,ok,track_csv/jasminum-remote/results/40.csv
41,1,0.8,0.0997533518335,0.137887851421,100,0.47,0.0653291063459,1,ok,track_csv/jasminum-remote/results/41.csv
41,1,0.85,0.154761304442,0.196357007941,100,0.47,0.0653291063459,1,ok,track_csv/jasminum-remote/results/41.csv
41,1,0.9,0.266836186287,0.312442224014,100,0.47,0.0653291063459,1,ok,track_csv/jasminum-remote/results/41.csv
41,1,0.95,0.609360571393,0.659284602346,100,0.47,0.0653291063459,1,ok,track_csv/jasminum-remote/results/41.csv
41,1,0.99,3.37634665351,3.42967438366,100,0.47,0.0653291063459,1,ok,track_csv/jasminum-remote/results/41.csv
42,1.25,0.8,0.133680143358,0.155886481734,100,0.51,0.0817662739193,1,ok,track_csv/jasminum-remote/results/42.csv
42,1.25,0.85,0.201759670763,0.223735359811,100,0.51,0.0817662739193,1,ok,track_csv/jasminum-remote/results/42.csv
42,1.25,0.9,0.336436628975,0.358217632539,100,0.51,0.0817662739193,1,ok,track_csv/jasminum-remote/results/42.csv
42,1.25,0.95,0.73808066698,0.759693109141,100,0.51,0.0817662739193,1,ok,track_csv/jasminum-remote/results/42.csv
42,1.25,0.99,3.94403178402,3.96552378922,100,0.51,0.0817662739193,1,ok,track_csv/jasminum-remote/results/42.csv
43,1.5,0.8,0.0707686803507,0.0854248912769,100,0.51,0.0448074456616,1,ok,track_csv/jasminum-remote/results/43.csv
43,1.5,0.85,0.108052253002,0.122605684432,100,0.51,0.0448074456616,1,ok,track_csv/jasminum-remote/results/43.csv
43,1.5,0.9,0.18184317615,0.196301192847,100,0.51,0.0448074456616,1,ok,track_csv/jasminum-remote/results/43.csv
43,1.5,0.95,0.401936897455,0.416307434297,100,0.51,0.0448074456616,1,ok,track_csv/jasminum-remote/results/43.csv
43,1.5,0.99,2.15877826995,2.17308412367,100,0.51,0.0448074456616,1,ok,track_csv/jasminum-remote/results/43.csv
44,1.75,0.8,0.0856212444721,0.0981838315822,100,0.49,0.0488796843934,1,ok,track_csv/jasminum-remote/results/44.csv
44,1.75,0.85,0.127762583943,0.140335185047,100,0.49,0.0488796843934,1,ok,track_csv/jasminum-remote/results/44.csv
44,1.75,0.9,0.211402061412,0.223958239422,100,0.49,0.0488796843934,1,ok,track_csv/jasminum-remote/results/44.csv
44,1.75,0.95,0.461189391728,0.473712712104,100,0.49,0.0488796843934,1,ok,track_csv/jasminum-remote/results/44.csv
44,1.75,0.99,2.45585383253,2.46834340021,100,0.49,0.0488796843934,1,ok,track_csv/jasminum-remote/results/44.csv
